번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
324,E0019-0020,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,sm935501,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C07
325,E0019-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,chokh1230,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A42
326,E0019-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,lsisjwchoi,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A60
327,E0019-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,yurim305,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C02
328,E0019-0028,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,skyend0823,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A08
329,E0019-0030,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,jhpark04,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C09
330,E0019-0031,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,tmc46688,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A61
331,E0019-0033,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,sinawesea,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A07
332,E0019-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,iljin3523,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A71
333,E0019-0036,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,hajj3388,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A07
334,E0019-0039,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,sooheonkim,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A61
335,E0019-0041,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,sstechmy,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A49
336,M0055-0002,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,sessamo,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A32
337,M0055-0004,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,haji59k11,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A65
338,M0055-0006,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,bandohoist1,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A05
339,M0055-0008,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,honest0909,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A08
340,M0055-0010,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,jingo7878,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A58
341,M0055-0012,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,manilow72,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A55
342,M0055-0014,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,bandohoist7,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A44
343,M0055-0016,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,banabayo,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A58
344,M0055-0018,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,seaheng1,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A09
345,M0055-0020,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,gsfire119,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A70
346,M0055-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,jiggydogg,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,C03
347,M0055-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,duaghdrl,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A05
348,M0055-0027,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,압력게이지 검교정 조건 불만족,2024-11-22,2024-11-22,cwhydro1,QSDR,검사업체,2024-10-25," 수압시험에 사용되는 압력게이지는 KOLAS 인정기관에서 검교정을 받아 사용되어야 하나, 자체 검교정 절차에 따라 검교정된 게이지를 사용함.", Hydrostatic Test Procedure(A/E 승인 절차서) 4.5 All the gauge must be provided proper Corrections and Examinations by Approved Compaines from KOLAS., KOLAS 인정기관에서 검교정 후 시험 진행,탱크,기타,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",계측기,,A50
