관리번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자ID,지적유형,검토기관,검토일,미흡/우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통/기타),위배 내용
2842,M0041-0005,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,gsfire119,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A36
2843,M0041-0006,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,vndanehd,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A07
2844,M0041-0007,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,jiggydogg,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A40
2845,M0041-0008,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,bokukqm2018,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A53
2846,M0038-0056,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,bw1048,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A68
2847,M0038-0057,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,woniltni9,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A61
2848,M0038-0058,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,ktjsals1,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A59
2849,M0038-0059,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,kimgs8911,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A01
2850,M0038-0060,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,juhg8911,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A65
2851,M0038-0061,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,lge253507,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A42
2852,M0038-0062,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,lww257205,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A03
2853,M0040-0025,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,manilow72,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A02
2854,M0040-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,cwhydro1,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A33
2855,M0040-0027,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,wilopump1,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A07
2856,M0040-0028,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,TSURUMI77,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A04
