번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
280,M0051-0058,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,bw1048,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A09
281,M0051-0059,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,goodluckmg,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A09
282,M0051-0060,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,hiairha,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C05
283,M0051-0061,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,grand33,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
284,M0051-0062,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,kimgs8911,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
285,M0051-0063,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,juhg8911,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C03
286,M0051-0064,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,lge253507,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C06
287,M0051-0065,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,lww257205,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A09
288,M0051-0066,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,LGE251319,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A04
289,M0054-0013,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,kntqa702,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
290,M0054-0014,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,bandohoist7,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C02
291,M0054-0015,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,mbt5738542,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A03
292,M0054-0016,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,banabayo,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C01
293,M0054-0017,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,kimds5565,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
